employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
53450,Sales & Marketing,region_31,Masters & above,m,other,1,40,5,7,1,0,46
53127,Procurement,region_15,Masters & above,m,other,1,43,4,3,0,0,73
21761,Legal,region_2,Below Secondary,m,sourcing,1,26,5,2,1,0,62
73597,Procurement,region_15,Bachelors,m,other,1,37,3,5,1,0,69
27043,Analytics,region_9,Masters & above,m,other,1,32,3,7,1,1,86
35260,HR,region_7,Masters & above,m,sourcing,1,39,4,8,0,0,46
63373,Sales & Marketing,region_1,Masters & above,f,sourcing,2,33,1,7,0,0,56
66498,Operations,region_4,Masters & above,m,other,1,52,3,17,0,0,59
33626,Operations,region_17,Masters & above,m,sourcing,1,39,2,3,0,0,54
40949,Analytics,region_6,Bachelors,m,other,2,30,5,6,1,0,89
36838,Operations,region_15,Bachelors,m,other,1,34,2,3,0,0,57
9531,Sales & Marketing,region_33,Masters & above,m,sourcing,1,37,2,11,0,0,51
69692,Legal,region_22,Masters & above,m,other,1,34,5,6,1,0,61
69418,Technology,region_2,Masters & above,m,sourcing,1,36,3,7,0,0,81
28977,Sales & Marketing,region_7,Bachelors,f,sourcing,1,31,4,5,0,0,50
36961,Operations,region_22,Masters & above,f,sourcing,1,41,3,6,0,0,58
42743,Sales & Marketing,region_5,Bachelors,m,sourcing,1,37,4,3,0,0,46
24713,Technology,region_22,Bachelors,m,sourcing,3,26,4,3,1,0,76
68677,Technology,region_17,Masters & above,m,other,1,37,3,4,0,0,80
5448,Legal,region_2,Bachelors,m,other,1,37,3,3,0,0,55
52100,Sales & Marketing,region_2,Masters & above,m,other,1,46,5,16,0,1,62
27069,Operations,region_22,Bachelors,f,sourcing,1,45,5,17,1,0,61
36251,Sales & Marketing,region_13,Masters & above,f,other,1,39,2,11,0,0,47
72553,Technology,region_22,Bachelors,m,sourcing,1,30,4,2,1,1,92
27354,Operations,region_2,Bachelors,f,sourcing,3,33,5,3,1,0,60
5305,Technology,region_2,Masters & above,f,other,1,52,3,17,0,0,81
32107,Sales & Marketing,region_13,Bachelors,m,other,1,22,4,2,0,0,49
51498,Procurement,region_4,Masters & above,m,other,1,41,3,4,0,0,76
13593,Analytics,region_26,Bachelors,m,sourcing,1,30,5,4,1,0,84
14948,Technology,region_15,Bachelors,m,sourcing,1,29,1,6,0,0,82
27968,Operations,region_2,Masters & above,m,sourcing,2,36,4,2,0,0,57
18286,Procurement,region_2,Bachelors,m,sourcing,1,43,3,5,1,0,66
64023,Finance,region_2,Masters & above,m,sourcing,1,38,5,8,0,0,58
34266,R&D,region_25,Masters & above,m,other,2,37,5,8,0,0,85
44141,Operations,region_2,Masters & above,f,other,1,39,4,10,1,0,60
20407,Sales & Marketing,region_25,Bachelors,m,sourcing,2,29,3,6,0,0,47
18039,Analytics,region_22,Bachelors,m,other,1,33,1,7,0,0,84
48822,Procurement,region_17,Masters & above,f,other,1,35,4,3,1,1,69
58841,Sales & Marketing,region_19,Bachelors,m,other,2,32,3,5,1,0,52
14937,Procurement,region_2,Bachelors,m,sourcing,1,55,2,5,0,0,86
43675,Sales & Marketing,region_4,Masters & above,m,sourcing,1,44,3,14,0,0,50
24785,HR,region_11,Bachelors,f,other,1,27,3,5,0,0,50
38188,Sales & Marketing,region_31,Bachelors,m,other,1,35,3,8,0,0,52
48229,Finance,region_22,Below Secondary,f,sourcing,2,24,3,2,0,0,61
18341,Analytics,region_26,Masters & above,m,other,1,39,5,12,0,0,84
61261,Sales & Marketing,region_31,Bachelors,f,other,1,39,2,3,0,0,45
1913,Technology,region_26,Bachelors,m,other,1,43,3,14,0,0,83
73593,HR,region_2,Bachelors,f,sourcing,1,33,4,7,1,0,50
9275,Analytics,region_30,Bachelors,m,other,1,34,5,7,1,0,85
61926,Technology,region_33,Bachelors,f,sourcing,1,36,1,9,0,0,83
48913,Analytics,region_7,Bachelors,m,other,1,44,5,4,1,0,88
24048,Technology,region_26,Masters & above,m,other,1,51,4,18,1,0,79
40467,Technology,region_31,Masters & above,m,other,1,32,3,6,0,0,81
2218,Technology,region_26,Bachelors,m,other,1,31,3,7,1,0,96
20456,Sales & Marketing,region_24,Bachelors,m,other,1,28,1,1,0,0,47
7136,Sales & Marketing,region_23,Bachelors,f,sourcing,1,28,5,3,1,0,48
5652,Sales & Marketing,region_7,Bachelors,m,other,1,40,3,2,0,0,68
65951,Analytics,region_26,Bachelors,m,other,1,28,4,3,1,0,93
57743,Sales & Marketing,region_6,Bachelors,m,other,1,37,1,11,0,0,51
36215,Sales & Marketing,region_7,Masters & above,f,other,1,34,1,7,0,0,49
71538,Technology,region_31,Bachelors,m,sourcing,1,29,3,3,0,0,78
52175,HR,region_2,Bachelors,f,referred,1,25,5,2,1,0,53
29129,Procurement,region_22,Bachelors,m,other,1,40,4,4,1,0,68
45808,Analytics,region_4,Bachelors,m,sourcing,2,31,5,6,1,0,86
26165,R&D,region_7,Masters & above,m,sourcing,1,39,5,4,1,0,81
47493,Technology,region_26,Masters & above,m,other,1,47,3,8,0,0,79
54338,Operations,region_27,Masters & above,f,sourcing,1,38,5,2,1,0,53
29594,Analytics,region_2,Bachelors,m,other,1,43,4,12,1,0,84
51050,R&D,region_2,Masters & above,m,sourcing,1,43,4,7,0,0,85
15244,Analytics,region_22,Bachelors,m,other,1,40,1,3,0,0,84
67800,Analytics,region_15,Bachelors,m,other,1,44,4,12,0,0,85
12315,Technology,region_33,Bachelors,f,sourcing,1,44,5,13,1,0,77
8542,Technology,region_26,Bachelors,m,sourcing,2,27,4,1,0,0,83
40602,Operations,region_7,Bachelors,m,sourcing,1,28,2,4,1,0,61
27500,HR,region_2,Bachelors,f,other,1,38,3,11,0,0,51
27403,Sales & Marketing,region_19,Bachelors,m,sourcing,1,43,5,3,0,0,51
35623,Legal,region_2,Masters & above,m,other,1,59,4,14,0,0,56
9413,Analytics,region_2,Masters & above,m,sourcing,1,46,4,5,1,0,84
24146,Operations,region_8,Bachelors,m,sourcing,1,28,5,3,0,1,64
53135,Sales & Marketing,region_17,Bachelors,m,sourcing,1,37,5,10,1,0,48
58651,Operations,region_23,Bachelors,f,other,1,37,3,2,0,0,54
57805,Procurement,region_10,Masters & above,f,other,1,38,3,2,1,0,71
20465,Finance,region_7,Masters & above,f,sourcing,1,32,5,5,0,0,59
9894,Sales & Marketing,region_23,Masters & above,m,other,1,40,4,7,0,0,49
60738,Technology,region_13,Bachelors,m,sourcing,1,36,3,7,0,0,86
16202,Sales & Marketing,region_2,Masters & above,m,other,1,42,2,3,0,0,43
71629,Procurement,region_2,Masters & above,m,other,1,36,3,3,1,0,67
63586,Operations,region_7,Bachelors,f,sourcing,1,32,4,6,0,0,54
11460,HR,region_25,Masters & above,m,other,1,49,3,2,0,0,47
63272,Sales & Marketing,region_27,Bachelors,m,sourcing,1,28,3,6,0,0,45
37818,Sales & Marketing,region_32,Bachelors,m,sourcing,1,35,2,8,0,0,50
60618,Sales & Marketing,region_20,Bachelors,m,sourcing,1,33,4,7,0,0,52
65635,Analytics,region_24,Bachelors,m,other,1,38,1,3,0,0,85
65964,Analytics,region_22,Bachelors,f,sourcing,2,28,5,3,0,0,83
56293,Sales & Marketing,region_22,Bachelors,m,sourcing,1,29,4,4,1,0,46
52765,Operations,region_7,Bachelors,m,sourcing,1,33,4,8,0,0,59
32344,Sales & Marketing,region_19,Bachelors,m,other,1,35,3,5,1,0,49
40736,Sales & Marketing,region_2,Bachelors,m,sourcing,2,41,1,14,0,0,50
54678,Finance,region_7,Bachelors,m,other,1,34,3,5,0,0,58
67145,Procurement,region_2,Bachelors,m,other,2,28,4,2,0,0,69
34558,Procurement,region_2,Bachelors,m,other,2,37,3,9,0,0,70
48441,Procurement,region_2,Bachelors,m,sourcing,1,55,1,3,1,1,74
36328,Operations,region_2,Masters & above,f,sourcing,1,47,3,15,0,0,59
1192,Analytics,region_11,Bachelors,m,sourcing,1,29,5,3,1,0,81
67994,Procurement,region_2,Bachelors,f,other,2,41,3,14,0,0,72
48136,Sales & Marketing,region_34,Bachelors,m,other,1,30,4,3,0,0,49
874,Procurement,region_7,Masters & above,m,other,2,31,1,5,0,0,68
269,Sales & Marketing,region_2,Bachelors,m,other,1,38,2,8,0,0,47
23640,Operations,region_13,Masters & above,f,other,2,36,3,4,1,0,60
5897,Procurement,region_2,Masters & above,f,sourcing,1,43,5,10,1,0,68
32598,Procurement,region_7,Bachelors,f,other,1,34,3,4,0,0,71
14449,Analytics,region_7,Bachelors,m,other,2,29,3,2,0,0,84
77252,Procurement,region_2,Masters & above,m,other,1,52,3,9,1,0,70
47247,Procurement,region_17,Bachelors,f,other,1,26,1,2,0,0,67
30080,Analytics,region_29,Masters & above,m,other,1,30,3,2,0,0,84
44519,HR,region_2,Masters & above,m,other,1,50,4,4,1,0,47
68220,HR,region_27,Bachelors,m,sourcing,1,34,5,4,0,0,52
19309,Sales & Marketing,region_23,Bachelors,m,sourcing,1,33,1,6,0,0,49
63822,Operations,region_4,Bachelors,m,other,1,45,5,8,1,0,58
54174,Sales & Marketing,region_13,Masters & above,m,sourcing,1,30,1,6,0,0,51
33069,Technology,region_31,Bachelors,m,other,1,36,3,7,1,0,77
22142,HR,region_2,Masters & above,m,other,1,50,1,18,0,0,52
23064,Procurement,region_22,Masters & above,f,other,1,47,2,19,0,0,70
47312,Operations,region_13,Bachelors,m,other,1,38,4,7,1,0,65
75420,Technology,region_7,Bachelors,m,sourcing,1,36,3,10,0,0,84
44107,Sales & Marketing,region_23,Masters & above,m,sourcing,3,32,3,2,0,0,49
51240,Procurement,region_2,Masters & above,m,other,1,33,4,9,0,0,68
16077,Operations,region_23,Bachelors,f,sourcing,1,31,3,6,0,0,61
53110,Procurement,region_2,Bachelors,f,sourcing,1,52,4,19,1,0,75
48625,Sales & Marketing,region_7,Masters & above,m,other,1,40,5,3,1,0,48
43840,Analytics,region_2,Masters & above,m,other,2,50,3,11,0,0,86
25359,Finance,region_13,Bachelors,m,other,1,32,1,9,0,1,92
75955,Sales & Marketing,region_25,Bachelors,m,other,1,31,5,7,0,0,61
27039,Technology,region_15,Bachelors,f,sourcing,1,28,3,2,0,0,83
51081,Technology,region_2,Bachelors,f,other,1,31,4,4,1,0,80
66461,Analytics,region_6,Bachelors,m,sourcing,1,41,5,10,1,0,87
24328,Sales & Marketing,region_13,Masters & above,m,other,1,37,5,5,1,0,49
9112,Operations,region_15,Bachelors,m,other,1,42,1,12,0,0,61
7233,Procurement,region_24,Bachelors,f,sourcing,1,30,3,5,0,0,72
655,Sales & Marketing,region_7,Bachelors,m,sourcing,2,31,4,5,0,0,51
26161,Procurement,region_10,Masters & above,f,other,1,31,4,5,0,0,71
33716,Operations,region_11,Masters & above,m,other,2,37,4,4,1,0,55
34772,Technology,region_11,Bachelors,f,other,1,35,2,8,0,0,82
10021,Sales & Marketing,region_15,Bachelors,f,sourcing,1,41,1,7,1,0,47
12838,Sales & Marketing,region_13,Masters & above,m,other,1,56,5,16,0,0,51
61344,Sales & Marketing,region_2,Bachelors,m,other,1,52,3,4,0,0,46
63617,Sales & Marketing,region_4,Masters & above,m,sourcing,1,33,5,9,1,0,51
13186,Analytics,region_25,Masters & above,m,other,1,37,3,3,0,0,84
58870,Operations,region_8,Masters & above,f,other,1,39,2,5,0,0,63
39479,Technology,region_2,Bachelors,m,other,1,33,3,3,0,0,77
48703,Analytics,region_31,Bachelors,m,other,1,28,3,4,0,0,82
1102,Sales & Marketing,region_4,Bachelors,m,sourcing,1,50,5,17,0,0,53
52251,Sales & Marketing,region_2,Bachelors,m,sourcing,1,40,3,10,1,0,51
40232,Technology,region_2,Bachelors,m,sourcing,2,31,3,3,0,0,84
4129,Operations,region_15,Bachelors,m,referred,1,43,3,14,1,0,61
26871,Procurement,region_2,Masters & above,m,other,2,40,3,4,0,0,69
9816,Procurement,region_13,Bachelors,m,other,1,32,2,6,0,0,72
74140,Procurement,region_2,Bachelors,m,other,2,31,4,7,1,0,71
38565,Operations,region_7,Masters & above,m,other,1,33,5,7,1,0,62
69099,Analytics,region_2,Bachelors,m,other,2,29,2,5,1,0,83
52848,HR,region_23,Bachelors,m,sourcing,1,31,3,2,0,0,47
65776,Analytics,region_2,Bachelors,m,sourcing,1,40,5,3,0,0,79
52217,Procurement,region_31,Bachelors,m,sourcing,1,41,1,13,0,0,71
27495,Operations,region_2,Masters & above,m,other,2,43,3,2,0,0,69
66964,Procurement,region_5,Bachelors,f,sourcing,2,32,3,2,0,0,72
32242,Technology,region_2,Masters & above,m,sourcing,1,37,2,10,1,0,78
51763,Sales & Marketing,region_16,Bachelors,f,other,1,35,3,7,0,0,50
77137,Operations,region_15,Bachelors,f,other,1,32,3,7,1,0,60
47248,Sales & Marketing,region_25,Bachelors,f,other,1,28,3,2,1,0,87
42191,Operations,region_22,Bachelors,f,other,1,26,4,3,0,0,59
34961,Sales & Marketing,region_10,Masters & above,m,other,1,35,1,4,0,0,50
43935,Technology,region_27,Masters & above,m,sourcing,1,41,5,5,1,0,79
27141,Operations,region_7,Bachelors,f,sourcing,1,33,4,5,0,0,55
72307,Sales & Marketing,region_8,Bachelors,m,other,1,30,3,4,0,0,52
71912,Technology,region_7,Masters & above,m,other,3,33,5,4,1,0,75
25741,Procurement,region_16,Bachelors,f,sourcing,1,31,5,7,1,0,73
7546,Sales & Marketing,region_16,Bachelors,m,other,1,29,2,2,0,0,49
48834,Procurement,region_2,Bachelors,m,sourcing,1,41,5,10,1,0,74
45397,Sales & Marketing,region_13,Bachelors,m,sourcing,1,50,2,3,0,0,48
7643,Technology,region_22,Bachelors,f,other,2,28,3,6,0,0,83
15938,Sales & Marketing,region_21,Bachelors,m,other,1,41,1,15,0,0,51
77391,Sales & Marketing,region_32,Bachelors,m,other,1,35,3,4,0,0,50
52672,Operations,region_29,Masters & above,m,other,1,37,3,8,0,0,60
40383,Operations,region_2,Bachelors,m,sourcing,1,33,2,5,0,0,56
342,Operations,region_2,Bachelors,m,other,1,24,5,1,0,0,64
75824,Operations,region_16,Bachelors,m,other,1,36,5,2,1,0,61
53770,Analytics,region_7,Bachelors,m,other,2,28,4,6,1,0,86
29881,Operations,region_7,Bachelors,f,other,1,32,3,3,1,0,56
75577,Procurement,region_2,Masters & above,m,other,1,36,3,7,1,0,69
27461,Procurement,region_31,Bachelors,f,sourcing,1,26,1,2,0,0,70
46922,Finance,region_25,Bachelors,m,other,4,32,3,4,0,0,57
52976,Sales & Marketing,region_13,Masters & above,m,sourcing,1,33,3,9,0,0,43
48592,Technology,region_22,Masters & above,f,referred,1,36,4,10,0,0,74
10580,Sales & Marketing,region_7,Bachelors,f,other,1,28,1,4,0,0,48
18121,Technology,region_29,Masters & above,f,sourcing,1,34,4,5,1,0,80
62745,Sales & Marketing,region_2,Bachelors,f,sourcing,1,52,1,25,0,0,48
6632,Sales & Marketing,region_2,Bachelors,m,sourcing,1,23,5,2,0,0,49
7093,Sales & Marketing,region_22,Bachelors,m,other,2,27,3,4,0,0,54
17818,Sales & Marketing,region_28,Bachelors,m,other,1,30,5,6,0,0,50
5361,Sales & Marketing,region_9,Masters & above,m,other,1,36,3,3,1,0,47
29943,R&D,region_22,Bachelors,m,sourcing,1,37,3,3,0,0,85
29206,Operations,region_29,Bachelors,m,other,1,33,3,7,1,0,65
36473,Procurement,region_10,Masters & above,m,other,1,33,5,2,1,0,73
15639,Sales & Marketing,region_22,Bachelors,m,sourcing,2,31,1,2,0,0,49
52357,Sales & Marketing,region_24,Bachelors,m,other,1,33,3,8,1,0,51
72910,Sales & Marketing,region_22,Masters & above,m,other,1,37,4,9,0,0,47
34774,Procurement,region_27,Masters & above,m,other,1,43,1,7,0,0,69
71027,Sales & Marketing,region_2,Masters & above,f,sourcing,1,42,5,5,1,0,48
75662,Operations,region_22,Masters & above,m,other,1,38,5,4,1,0,62
2124,Operations,region_4,Masters & above,f,other,1,39,4,8,1,0,58
29507,Legal,region_22,Bachelors,m,other,1,28,3,3,1,0,59
37056,R&D,region_4,Masters & above,m,other,1,34,3,7,0,0,86
16406,Procurement,region_25,Masters & above,f,other,1,32,2,1,0,0,72
48661,Technology,region_26,Masters & above,m,other,1,31,3,4,1,0,81
50700,Analytics,region_2,Bachelors,m,sourcing,3,38,5,4,1,0,87
50849,Operations,region_17,Masters & above,f,sourcing,1,35,5,2,1,0,59
32064,Procurement,region_31,Bachelors,f,other,1,31,2,5,0,0,71
71589,Analytics,region_22,Bachelors,m,sourcing,3,28,4,3,1,0,89
77247,Operations,region_22,Bachelors,m,sourcing,1,35,1,9,0,0,61
63475,Sales & Marketing,region_13,Masters & above,m,sourcing,1,38,5,4,0,0,53
77014,Technology,region_13,Bachelors,f,other,1,31,2,8,0,0,83
45991,Sales & Marketing,region_2,Bachelors,f,sourcing,1,47,1,3,0,0,49
58475,Technology,region_5,Bachelors,f,other,1,30,3,4,1,0,83
6337,Procurement,region_22,Bachelors,m,other,1,26,5,5,0,0,70
60139,Technology,region_23,Bachelors,m,other,1,24,3,2,0,0,81
64303,Analytics,region_28,Bachelors,m,sourcing,2,26,3,2,0,0,81
11761,Operations,region_13,Bachelors,m,other,1,27,5,5,1,0,57
36850,Operations,region_4,Bachelors,m,sourcing,1,42,5,11,1,0,60
12730,Operations,region_2,Bachelors,m,sourcing,1,44,3,15,1,0,60
1756,Technology,region_6,Bachelors,m,referred,1,29,4,1,0,0,80
60191,Operations,region_22,Masters & above,m,other,1,46,5,15,0,0,60
32026,Operations,region_30,Bachelors,f,other,1,33,3,10,0,0,64
24091,Analytics,region_16,Bachelors,m,other,1,34,5,7,1,0,86
54953,Sales & Marketing,region_2,Masters & above,m,other,1,34,1,8,0,0,55
10290,Operations,region_26,Bachelors,f,sourcing,1,33,4,7,0,0,61
18507,Sales & Marketing,region_27,Bachelors,f,other,1,30,3,5,0,0,47
62187,Operations,region_15,Bachelors,m,sourcing,2,32,3,5,0,0,60
33838,Technology,region_26,Bachelors,f,other,1,43,2,13,0,0,80
74395,Sales & Marketing,region_2,Bachelors,f,other,1,37,3,9,0,0,51
42198,Sales & Marketing,region_20,Bachelors,m,sourcing,2,43,3,7,1,1,53
16699,Sales & Marketing,region_25,Bachelors,m,other,1,29,3,4,0,0,52
54512,Operations,region_15,Bachelors,m,other,1,36,3,7,1,0,57
59963,Procurement,region_16,Bachelors,m,other,1,35,3,5,1,0,69
24827,Sales & Marketing,region_3,Bachelors,m,sourcing,1,28,4,3,0,0,47
35268,Analytics,region_22,Bachelors,m,sourcing,1,23,4,2,1,0,82
19084,Sales & Marketing,region_4,Bachelors,f,sourcing,1,33,4,7,1,0,50
67962,Operations,region_12,Bachelors,f,other,1,44,3,11,0,0,59
9957,Technology,region_7,Masters & above,f,other,1,31,4,2,1,0,83
16690,Operations,region_28,Bachelors,m,sourcing,1,35,4,4,0,0,61
625,Analytics,region_4,Bachelors,m,sourcing,1,35,3,6,1,0,81
15479,Operations,region_2,Masters & above,m,sourcing,1,50,3,9,0,0,59
39098,Sales & Marketing,region_11,Bachelors,m,sourcing,1,30,4,4,1,0,47
74073,Finance,region_2,Bachelors,m,sourcing,1,37,5,11,1,0,64
42723,Sales & Marketing,region_33,Bachelors,m,sourcing,3,33,1,6,0,0,50
20071,Sales & Marketing,region_22,Bachelors,m,other,1,30,5,3,0,0,45
42244,Operations,region_23,Masters & above,f,other,1,33,4,5,0,0,57
77179,Technology,region_2,Masters & above,m,sourcing,1,35,4,8,0,0,80
76400,Sales & Marketing,region_2,Bachelors,m,other,1,42,5,13,0,0,51
53018,HR,region_14,Bachelors,m,sourcing,1,30,3,6,0,0,50
44573,Operations,region_15,Bachelors,m,other,1,37,4,7,0,0,61
35140,Sales & Marketing,region_7,Bachelors,m,sourcing,1,28,5,5,1,0,47
73751,Operations,region_26,Bachelors,f,sourcing,1,33,5,5,0,0,58
5868,Technology,region_31,Bachelors,f,sourcing,1,27,3,4,0,0,79
6835,Sales & Marketing,region_20,Masters & above,m,other,1,43,4,11,0,0,40
75764,Procurement,region_29,Bachelors,f,sourcing,1,28,5,3,1,0,70
57014,Technology,region_5,Masters & above,m,other,3,30,3,7,0,0,80
9086,Operations,region_29,Bachelors,f,other,1,34,3,7,0,0,62
49120,Sales & Marketing,region_2,Bachelors,f,other,1,36,4,4,0,1,96
2087,Operations,region_7,Masters & above,f,sourcing,1,40,3,6,1,0,65
7672,Operations,region_19,Bachelors,m,other,1,44,1,13,0,0,65
75845,Sales & Marketing,region_5,Bachelors,f,other,2,30,3,9,0,0,52
18930,Finance,region_22,Bachelors,f,other,1,32,3,4,0,0,63
47058,Technology,region_28,Masters & above,m,other,1,36,3,7,1,0,77
37477,Sales & Marketing,region_23,Bachelors,m,other,1,35,5,10,0,0,45
20703,Operations,region_22,Bachelors,f,sourcing,1,35,3,8,0,0,62
61606,Sales & Marketing,region_7,Bachelors,f,other,3,33,1,6,0,0,52
69544,Finance,region_26,Bachelors,m,sourcing,1,30,5,5,1,0,61
61753,Sales & Marketing,region_22,Masters & above,m,other,1,35,4,9,0,0,49
73082,Sales & Marketing,region_1,Masters & above,m,other,1,40,5,4,0,0,61
59042,Sales & Marketing,region_2,Bachelors,m,sourcing,1,37,4,10,1,0,46
62141,Procurement,region_2,Bachelors,f,other,1,27,4,4,1,0,68
49754,Sales & Marketing,region_26,Bachelors,m,other,1,40,3,7,0,0,56
38691,Sales & Marketing,region_15,Bachelors,m,other,3,34,1,4,0,0,51
61743,Analytics,region_22,Bachelors,m,other,2,27,4,2,1,0,83
77429,Sales & Marketing,region_13,Bachelors,f,other,1,37,4,4,1,0,49
71709,Sales & Marketing,region_9,Bachelors,m,sourcing,1,30,4,5,0,0,51
29090,Operations,region_2,Bachelors,m,other,2,27,5,5,0,0,77
56817,Sales & Marketing,region_15,Bachelors,f,other,1,30,5,6,1,0,51
44456,Sales & Marketing,region_11,Bachelors,m,sourcing,4,31,3,8,0,0,48
970,Analytics,region_22,Bachelors,m,referred,1,31,4,5,0,0,86
61864,Operations,region_27,Masters & above,m,other,1,38,3,5,1,0,59
25124,Technology,region_8,Bachelors,f,other,2,28,3,4,0,0,81
44031,Operations,region_27,Masters & above,m,other,1,41,3,7,1,0,60
62862,Operations,region_23,Masters & above,f,other,2,38,3,9,0,0,60
30152,Operations,region_15,Bachelors,f,other,1,32,1,3,0,0,61
73436,Sales & Marketing,region_26,Masters & above,m,sourcing,1,39,5,2,0,0,49
4321,Technology,region_22,Masters & above,f,sourcing,1,41,3,3,1,0,80
68861,Sales & Marketing,region_2,Bachelors,m,other,1,49,5,11,0,0,51
51747,Sales & Marketing,region_2,Masters & above,m,sourcing,1,43,4,11,0,0,48
19965,Analytics,region_23,Masters & above,m,other,2,37,5,8,0,0,79
27324,Procurement,region_27,Masters & above,f,other,1,35,4,6,1,0,67
48092,Sales & Marketing,region_2,Bachelors,m,other,1,34,5,9,0,0,96
49550,Sales & Marketing,region_13,Masters & above,m,sourcing,2,34,3,6,0,0,47
64348,Sales & Marketing,region_15,Bachelors,m,other,1,28,2,2,0,0,47
34039,Sales & Marketing,region_26,Masters & above,m,other,1,33,5,10,0,0,47
18021,Operations,region_26,Bachelors,m,other,1,30,4,2,0,0,60
41167,Sales & Marketing,region_22,Masters & above,m,other,3,45,3,6,0,0,44
54495,Technology,region_2,Masters & above,m,other,1,54,4,18,1,0,79
21004,Operations,region_2,Masters & above,m,other,1,39,3,4,1,0,60
8231,Sales & Marketing,region_16,Bachelors,m,referred,1,31,4,3,0,0,52
