employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
50116,Sales & Marketing,region_10,Bachelors,m,sourcing,1,33,5,10,0,0,54
25004,Procurement,region_8,Bachelors,m,sourcing,1,32,4,3,0,0,73
55192,Sales & Marketing,region_2,Bachelors,f,other,4,27,1,4,0,0,49
56496,Sales & Marketing,region_2,Bachelors,m,other,1,40,5,15,0,0,51
64177,HR,region_11,Bachelors,m,other,2,28,5,5,0,0,52
8478,Technology,region_30,Bachelors,f,other,1,31,5,3,1,0,83
66241,Finance,region_2,Bachelors,f,sourcing,1,30,5,7,1,0,59
6999,Technology,region_1,Masters & above,f,sourcing,1,32,3,7,1,0,78
50090,Sales & Marketing,region_19,Bachelors,m,sourcing,1,29,5,2,1,0,45
73092,Analytics,region_32,Bachelors,m,sourcing,2,34,3,6,1,0,86
19029,Sales & Marketing,region_2,Masters & above,m,sourcing,2,35,3,3,1,0,48
3518,Operations,region_11,Masters & above,m,other,1,43,4,3,0,0,56
12503,Technology,region_2,Bachelors,f,sourcing,1,33,5,8,1,0,82
28342,Operations,region_15,Bachelors,f,other,1,35,1,3,0,0,59
34062,Operations,region_28,Masters & above,m,other,1,35,1,9,0,0,62
48122,Sales & Marketing,region_28,Bachelors,m,sourcing,1,32,3,3,0,0,50
67985,Operations,region_4,Masters & above,f,sourcing,2,36,1,6,1,1,65
26769,Legal,region_13,Bachelors,m,sourcing,1,43,3,9,0,0,59
35219,Sales & Marketing,region_26,Bachelors,m,other,1,37,3,5,0,0,51
18778,Operations,region_2,Bachelors,f,sourcing,1,52,5,11,0,0,63
18712,Operations,region_31,Bachelors,f,sourcing,1,27,1,2,0,0,56
3076,Operations,region_26,Bachelors,f,other,1,34,4,7,1,0,58
30749,Procurement,region_12,Bachelors,f,other,2,25,3,2,1,0,67
22665,Technology,region_29,Bachelors,m,sourcing,1,25,4,2,1,0,80
35476,Technology,region_2,Masters & above,m,other,2,37,3,9,0,0,79
70721,Technology,region_26,Bachelors,m,sourcing,1,27,3,4,0,0,80
77992,Legal,region_2,Masters & above,m,other,1,43,3,9,1,0,58
47059,Procurement,region_16,Masters & above,f,sourcing,1,34,3,8,0,0,88
6571,Technology,region_16,Masters & above,m,sourcing,1,34,1,9,0,0,76
46946,HR,region_2,Bachelors,m,sourcing,1,48,3,8,0,0,46
24640,Sales & Marketing,region_28,Bachelors,f,sourcing,1,28,3,6,0,0,46
2296,Operations,region_27,Bachelors,m,sourcing,1,30,4,1,0,0,59
56851,Sales & Marketing,region_34,Bachelors,m,sourcing,1,31,3,3,0,0,52
1891,Sales & Marketing,region_1,Masters & above,m,other,1,36,5,2,0,0,51
2512,Operations,region_17,Bachelors,m,other,1,39,3,12,0,0,58
62366,Procurement,region_17,Bachelors,f,sourcing,1,33,3,6,0,0,70
2657,HR,region_2,Masters & above,m,sourcing,1,45,5,7,1,0,49
19995,Technology,region_20,Bachelors,m,other,2,30,3,2,0,0,76
42559,Procurement,region_26,Bachelors,m,other,2,29,4,9,0,0,68
2197,Finance,region_7,Bachelors,m,sourcing,2,29,3,5,1,0,60
61784,Operations,region_26,Masters & above,m,other,1,46,4,2,0,0,57
36376,Operations,region_21,Bachelors,m,sourcing,1,30,4,5,0,0,60
47207,Procurement,region_26,Bachelors,m,other,1,33,4,2,0,0,73
14282,Operations,region_13,Bachelors,m,other,1,31,4,4,0,0,63
77776,Operations,region_2,Bachelors,f,sourcing,1,39,5,2,0,0,61
72166,Analytics,region_2,Masters & above,m,sourcing,1,49,2,7,0,0,85
64491,Operations,region_7,Bachelors,f,sourcing,2,29,3,6,1,0,55
66307,Analytics,region_2,Bachelors,f,other,1,28,3,3,1,0,88
46377,HR,region_32,Bachelors,m,sourcing,1,31,3,4,1,0,48
65826,Sales & Marketing,region_7,Masters & above,m,other,1,51,5,19,0,0,49
53541,Sales & Marketing,region_13,Bachelors,m,sourcing,1,36,3,10,0,0,44
66533,Procurement,region_17,Bachelors,f,other,1,32,3,5,0,0,72
65551,Sales & Marketing,region_10,Masters & above,m,other,1,34,1,8,0,0,52
43365,Operations,region_22,Bachelors,m,sourcing,1,27,3,3,0,0,70
28811,Operations,region_2,Bachelors,m,other,2,32,3,5,0,0,62
36992,Technology,region_31,Bachelors,f,sourcing,1,31,2,5,1,0,79
46846,Procurement,region_2,Masters & above,f,referred,1,39,3,3,1,0,73
38414,Sales & Marketing,region_13,Bachelors,m,sourcing,1,29,1,8,0,0,49
55705,Sales & Marketing,region_7,Bachelors,m,sourcing,2,34,5,8,0,0,53
75530,Sales & Marketing,region_12,Bachelors,m,other,1,34,1,7,0,0,51
12937,Sales & Marketing,region_31,Masters & above,m,other,1,33,3,6,0,0,47
6315,Sales & Marketing,region_25,Bachelors,m,other,1,31,5,5,1,0,49
8717,Procurement,region_2,Masters & above,f,sourcing,1,43,4,9,0,0,68
152,Sales & Marketing,region_22,Bachelors,f,other,1,28,3,2,0,0,51
6513,Sales & Marketing,region_4,Bachelors,m,sourcing,1,28,4,1,1,0,45
11520,Finance,region_27,Bachelors,m,other,1,24,4,4,0,0,55
12027,Legal,region_26,Bachelors,m,other,1,33,4,3,0,0,59
13612,Sales & Marketing,region_2,Masters & above,f,other,1,35,2,5,0,0,49
12401,Operations,region_2,Bachelors,f,other,1,48,5,17,0,1,94
76446,Sales & Marketing,region_21,Bachelors,f,sourcing,1,31,3,6,1,0,52
8320,Sales & Marketing,region_2,Masters & above,m,other,4,47,1,16,0,0,50
73582,Technology,region_13,Masters & above,m,other,1,36,3,8,0,0,83
6727,Operations,region_27,Masters & above,f,other,1,50,5,4,1,0,58
28159,Procurement,region_20,Bachelors,f,other,1,33,3,6,0,0,68
63300,Sales & Marketing,region_22,Bachelors,m,sourcing,1,32,4,9,0,0,49
51063,Sales & Marketing,region_28,Bachelors,f,other,1,29,4,4,0,0,53
51138,Procurement,region_22,Bachelors,f,other,1,27,5,3,1,0,73
54969,Sales & Marketing,region_4,Masters & above,m,other,1,38,3,5,0,0,51
76171,Analytics,region_31,Masters & above,m,other,2,36,5,7,0,0,93
1155,Analytics,region_7,Bachelors,m,other,1,44,3,4,0,0,86
27804,Sales & Marketing,region_16,Bachelors,m,other,2,31,1,5,0,0,52
41643,Operations,region_15,Bachelors,f,sourcing,1,47,2,18,0,0,58
14171,Sales & Marketing,region_25,Bachelors,m,other,1,30,2,3,1,0,48
2471,Operations,region_22,Bachelors,m,sourcing,1,24,5,3,1,0,61
71369,Operations,region_2,Bachelors,m,other,1,32,2,8,0,0,59
37744,Sales & Marketing,region_2,Bachelors,f,other,1,45,3,12,0,0,51
63132,Sales & Marketing,region_2,Masters & above,m,sourcing,1,60,3,19,0,0,50
5433,Sales & Marketing,region_14,Masters & above,f,sourcing,1,37,5,3,1,0,53
7894,Finance,region_2,Masters & above,m,sourcing,2,55,5,6,1,0,60
40211,Operations,region_13,Bachelors,m,other,1,36,2,9,0,0,59
21190,Sales & Marketing,region_31,Bachelors,m,other,3,30,1,3,0,0,51
38638,Sales & Marketing,region_7,Bachelors,m,other,1,33,1,7,0,0,45
59695,Operations,region_15,Bachelors,m,other,1,33,4,7,1,0,57
52311,Sales & Marketing,region_27,Masters & above,m,other,1,33,3,4,0,0,52
70360,Procurement,region_20,Bachelors,f,other,1,31,5,2,1,1,71
18985,Procurement,region_22,Bachelors,m,sourcing,4,27,3,3,0,0,71
75702,Finance,region_32,Bachelors,m,sourcing,2,35,4,7,1,0,60
18992,Sales & Marketing,region_13,Masters & above,m,sourcing,1,41,3,13,0,0,53
31124,Procurement,region_8,Masters & above,f,sourcing,1,31,5,7,1,0,65
37020,Sales & Marketing,region_28,Masters & above,m,other,1,43,3,6,0,0,48
58364,Finance,region_26,Bachelors,f,other,2,28,3,5,0,0,64
34689,Sales & Marketing,region_10,Masters & above,f,other,1,31,4,4,0,0,53
58377,Legal,region_2,Masters & above,m,other,1,45,5,12,0,0,69
28089,Operations,region_2,Bachelors,f,other,2,41,3,6,0,0,59
52075,Technology,region_3,Masters & above,m,sourcing,1,34,4,2,1,0,78
11282,Procurement,region_22,Masters & above,m,sourcing,1,29,3,5,0,0,67
18950,Sales & Marketing,region_7,Masters & above,m,sourcing,1,37,4,7,1,0,49
38078,Analytics,region_4,Masters & above,m,other,1,44,3,2,1,0,83
14076,Finance,region_26,Bachelors,f,sourcing,1,31,4,10,1,0,57
2683,Operations,region_2,Bachelors,f,other,1,43,4,2,0,0,61
29959,Sales & Marketing,region_27,Bachelors,f,other,1,40,3,11,0,0,47
21772,Sales & Marketing,region_28,Bachelors,m,sourcing,1,36,1,3,1,0,49
27602,Sales & Marketing,region_4,Bachelors,m,sourcing,1,28,1,7,0,0,47
43545,Procurement,region_2,Bachelors,f,sourcing,3,27,1,6,0,0,67
53607,Sales & Marketing,region_2,Bachelors,f,other,1,29,1,3,0,0,50
17492,Operations,region_29,Bachelors,m,sourcing,1,28,5,2,1,0,96
52770,Operations,region_7,Masters & above,f,other,1,52,4,16,1,0,61
67073,Sales & Marketing,region_13,Masters & above,m,sourcing,1,54,3,13,0,0,48
8332,Sales & Marketing,region_22,Bachelors,m,sourcing,1,37,4,10,0,0,52
39229,Sales & Marketing,region_2,Bachelors,f,other,1,36,1,3,0,0,52
48096,Finance,region_2,Bachelors,m,sourcing,1,26,4,2,1,0,56
53426,Technology,region_7,Masters & above,f,other,1,41,3,6,0,0,82
3240,Operations,region_2,Bachelors,f,other,4,33,3,7,0,0,59
32270,Sales & Marketing,region_31,Bachelors,f,other,1,26,1,2,0,0,51
68841,Analytics,region_22,Bachelors,m,sourcing,1,27,5,2,1,0,88
51897,Sales & Marketing,region_22,Bachelors,m,sourcing,1,28,1,4,0,0,51
46831,Analytics,region_7,Bachelors,m,sourcing,1,40,3,7,0,0,81
77001,Operations,region_2,Masters & above,m,other,1,58,5,6,1,0,59
23591,Procurement,region_2,Masters & above,f,sourcing,1,34,3,7,1,0,66
43465,HR,region_22,Bachelors,f,other,1,30,3,3,1,0,49
60800,Technology,region_30,Bachelors,f,other,1,32,3,7,0,0,84
68072,Operations,region_13,Masters & above,m,other,1,42,2,3,0,0,61
14928,Analytics,region_13,Bachelors,m,other,1,27,5,2,1,0,84
46288,Procurement,region_7,Bachelors,f,sourcing,1,32,5,6,1,0,68
17733,Sales & Marketing,region_7,Bachelors,m,sourcing,1,36,3,10,0,0,56
27567,HR,region_20,Masters & above,m,sourcing,1,39,5,2,0,0,47
11780,Operations,region_2,Bachelors,m,sourcing,1,42,4,13,0,0,60
66342,Analytics,region_7,Bachelors,m,other,1,30,1,2,0,0,87
1042,Sales & Marketing,region_26,Bachelors,m,other,1,31,3,6,0,0,52
12299,Sales & Marketing,region_14,Bachelors,m,other,1,50,1,19,0,0,53
48127,Procurement,region_13,Bachelors,m,other,1,38,2,6,0,0,76
4486,Sales & Marketing,region_8,Masters & above,m,sourcing,1,34,3,6,0,0,50
14491,Operations,region_34,Masters & above,f,other,1,35,4,9,1,0,64
44974,Operations,region_11,Bachelors,f,other,1,32,4,5,0,0,57
34549,R&D,region_26,Masters & above,m,other,1,35,1,6,0,0,85
25896,Operations,region_29,Bachelors,m,other,1,34,2,7,0,0,62
74806,HR,region_24,Bachelors,f,sourcing,1,27,3,5,0,0,50
10792,Sales & Marketing,region_6,Bachelors,f,other,1,28,5,6,1,0,54
67182,Operations,region_19,Bachelors,f,other,1,36,5,4,0,0,55
28107,Sales & Marketing,region_31,Bachelors,m,sourcing,1,34,4,7,0,0,50
74605,Technology,region_26,Bachelors,f,other,1,29,4,4,0,0,78
46892,Analytics,region_6,Bachelors,m,other,1,40,3,15,0,0,88
60983,Operations,region_19,Bachelors,m,other,1,36,3,5,0,0,59
19662,HR,region_2,Masters & above,m,other,1,31,1,7,0,0,47
66841,Operations,region_22,Masters & above,f,sourcing,2,41,5,7,0,0,62
13200,HR,region_2,Masters & above,m,sourcing,1,54,5,4,1,0,51
37498,Sales & Marketing,region_6,Bachelors,m,other,1,31,4,6,0,0,51
45882,Sales & Marketing,region_4,Masters & above,m,sourcing,1,51,5,9,1,0,51
11285,Technology,region_25,Bachelors,m,sourcing,1,28,3,3,1,0,79
1725,Sales & Marketing,region_26,Bachelors,m,sourcing,5,29,3,4,0,0,46
63785,HR,region_22,Bachelors,m,sourcing,1,27,5,5,1,0,48
3330,Analytics,region_4,Bachelors,m,other,2,28,5,2,0,1,87
71712,Analytics,region_25,Bachelors,m,sourcing,1,32,4,2,0,0,85
15670,Sales & Marketing,region_2,Bachelors,f,other,1,32,1,10,0,0,53
43782,Procurement,region_5,Bachelors,f,other,1,31,3,5,0,0,73
72957,Sales & Marketing,region_10,Masters & above,m,sourcing,1,41,4,6,1,1,90
2943,Operations,region_9,Bachelors,m,other,1,32,5,3,0,0,60
54772,Operations,region_13,Bachelors,m,sourcing,1,41,3,15,0,0,57
39973,Operations,region_13,Bachelors,m,other,1,34,5,5,1,0,66
8443,R&D,region_22,Masters & above,m,other,2,27,4,5,0,0,86
76840,Sales & Marketing,region_26,Masters & above,m,sourcing,1,33,5,4,1,0,47
23130,Sales & Marketing,region_1,Bachelors,m,sourcing,1,26,4,2,0,0,46
47594,Operations,region_20,Bachelors,f,other,1,29,5,3,1,0,61
76463,Sales & Marketing,region_9,Masters & above,m,sourcing,2,30,3,2,0,0,52
76547,Sales & Marketing,region_2,Masters & above,f,sourcing,2,37,1,9,0,0,53
1794,Procurement,region_8,Masters & above,f,other,1,39,1,9,0,0,66
28214,Sales & Marketing,region_7,Bachelors,f,other,1,35,5,10,0,0,45
77638,Finance,region_2,Bachelors,f,other,1,28,3,2,0,0,61
38781,Operations,region_7,Masters & above,m,other,2,45,5,6,1,0,61
58142,R&D,region_7,Bachelors,m,sourcing,1,35,3,2,1,0,88
9595,Sales & Marketing,region_27,Bachelors,m,other,1,36,1,3,0,0,48
73149,HR,region_2,Bachelors,f,other,1,38,4,4,0,0,50
9442,Analytics,region_22,Masters & above,m,other,2,37,5,5,1,0,84
61730,Sales & Marketing,region_3,Bachelors,m,sourcing,1,39,1,3,0,0,47
19178,R&D,region_28,Masters & above,m,sourcing,1,38,4,9,0,0,85
68954,Sales & Marketing,region_5,Masters & above,m,sourcing,1,35,5,8,0,0,52
75291,Operations,region_2,Bachelors,f,sourcing,1,26,5,2,1,0,58
48994,R&D,region_2,Bachelors,m,sourcing,2,45,4,7,0,0,83
59868,Analytics,region_13,Bachelors,m,other,1,32,4,7,0,0,82
22238,Sales & Marketing,region_2,Masters & above,m,other,3,55,3,13,0,0,47
8679,Operations,region_22,Bachelors,m,other,1,46,5,6,1,0,60
17920,Analytics,region_7,Bachelors,m,other,1,37,3,3,1,0,82
38056,Operations,region_2,Bachelors,f,sourcing,1,36,3,5,0,0,59
64314,Operations,region_7,Bachelors,m,sourcing,1,27,5,5,0,0,60
50557,HR,region_2,Bachelors,f,other,1,42,5,6,0,0,51
67864,Operations,region_2,Bachelors,m,other,1,32,5,6,1,0,60
11831,Sales & Marketing,region_13,Masters & above,f,other,1,35,5,6,0,0,47
40207,Finance,region_2,Masters & above,f,sourcing,2,39,3,5,0,0,64
9438,Sales & Marketing,region_19,Bachelors,m,sourcing,1,35,3,7,0,0,49
48474,Sales & Marketing,region_16,Bachelors,m,sourcing,1,33,5,4,0,0,47
52852,Sales & Marketing,region_13,Bachelors,m,other,1,30,3,4,1,0,52
26941,Operations,region_22,Bachelors,f,other,1,53,1,19,0,0,61
17154,Sales & Marketing,region_2,Masters & above,m,sourcing,1,50,4,19,0,0,50
48726,Operations,region_15,Bachelors,m,other,3,35,4,3,0,0,59
33981,Sales & Marketing,region_2,Bachelors,m,referred,1,37,4,6,1,0,52
37847,Finance,region_28,Masters & above,m,sourcing,3,34,5,8,1,0,65
46616,Technology,region_27,Bachelors,m,other,1,39,1,4,1,0,82
69616,Technology,region_16,Masters & above,f,sourcing,1,41,3,7,0,0,81
42429,Sales & Marketing,region_13,Bachelors,f,sourcing,1,41,3,7,1,0,49
28625,Operations,region_7,Bachelors,f,other,1,35,3,10,0,0,64
74237,Procurement,region_2,Bachelors,m,other,1,46,3,12,0,0,68
26055,Technology,region_2,Masters & above,m,other,1,38,4,9,1,0,82
18768,Operations,region_31,Bachelors,f,other,1,35,2,10,0,0,61
45150,Analytics,region_2,Bachelors,m,other,2,28,5,2,0,0,85
22089,Operations,region_8,Bachelors,m,other,1,33,3,5,1,0,55
18964,Technology,region_25,Masters & above,f,sourcing,1,34,3,5,0,0,82
28271,Operations,region_20,Masters & above,f,sourcing,1,35,3,7,0,0,59
41719,Operations,region_7,Bachelors,f,other,2,36,5,7,1,0,64
56012,Procurement,region_7,Masters & above,f,sourcing,1,35,4,7,0,0,69
63501,Finance,region_31,Bachelors,m,other,1,26,5,3,1,0,54
13809,Sales & Marketing,region_3,Masters & above,m,other,1,41,1,7,0,0,51
16838,Technology,region_7,Bachelors,m,sourcing,1,54,5,17,1,0,74
68667,Analytics,region_2,Bachelors,m,other,1,37,2,11,0,0,85
55788,Finance,region_2,Bachelors,m,other,1,49,5,16,1,0,56
20814,Operations,region_23,Bachelors,m,sourcing,2,32,5,6,1,0,59
52899,Sales & Marketing,region_32,Bachelors,m,other,1,39,1,10,0,0,51
78009,Operations,region_22,Masters & above,m,other,2,41,5,11,0,0,56
17370,Technology,region_22,Masters & above,m,other,2,46,5,17,0,0,91
50523,Technology,region_18,Bachelors,f,sourcing,1,29,4,5,1,0,74
77810,Operations,region_4,Masters & above,f,sourcing,1,43,1,4,1,0,64
55899,Operations,region_26,Bachelors,f,sourcing,1,43,4,6,1,0,61
4660,R&D,region_27,Bachelors,m,other,1,29,5,4,1,0,83
55193,Analytics,region_22,Masters & above,m,other,2,35,5,4,1,0,87
44993,Procurement,region_22,Bachelors,m,sourcing,2,32,5,4,1,0,70
45280,Operations,region_16,Below Secondary,f,other,1,24,3,2,1,0,58
54935,Technology,region_11,Bachelors,m,other,1,27,3,3,1,0,80
41100,Operations,region_32,Bachelors,f,other,1,39,5,7,0,0,55
44360,Operations,region_22,Bachelors,f,other,1,28,4,4,1,0,60
17524,Technology,region_19,Bachelors,m,other,2,40,1,10,0,0,85
72383,Operations,region_22,Masters & above,f,other,1,34,3,10,0,0,62
32521,Finance,region_2,Bachelors,m,sourcing,1,26,3,2,1,0,58
36045,Procurement,region_2,Bachelors,f,sourcing,1,31,3,2,0,0,94
1150,Operations,region_26,Bachelors,f,sourcing,1,28,5,4,1,0,54
63960,Procurement,region_10,Masters & above,m,other,1,35,2,9,1,0,70
47562,Sales & Marketing,region_30,Bachelors,m,sourcing,1,25,1,2,0,0,51
38863,Procurement,region_31,Bachelors,m,other,2,30,3,4,0,0,73
55685,Sales & Marketing,region_2,Bachelors,m,sourcing,1,29,3,6,1,0,49
45865,Operations,region_22,Bachelors,m,sourcing,2,40,3,12,0,0,59
686,Operations,region_2,Masters & above,f,sourcing,2,37,5,11,1,0,58
38302,Analytics,region_7,Masters & above,m,other,1,33,3,8,1,0,85
71122,Operations,region_14,Bachelors,f,other,1,30,3,3,1,1,95
36623,Sales & Marketing,region_22,Masters & above,m,other,1,30,3,6,1,0,48
69874,Operations,region_14,Masters & above,f,sourcing,2,35,4,4,1,0,61
66808,Procurement,region_2,Bachelors,m,other,1,29,3,3,0,0,73
11401,Procurement,region_2,Bachelors,f,other,1,44,3,15,1,0,67
55236,Legal,region_2,Masters & above,m,sourcing,1,36,5,4,1,0,57
35872,Sales & Marketing,region_4,Masters & above,f,other,1,34,1,7,0,0,50
24625,Sales & Marketing,region_22,Masters & above,m,sourcing,1,45,1,17,0,0,47
58208,Analytics,region_2,Bachelors,m,other,1,43,5,4,1,0,83
60162,Operations,region_22,Bachelors,m,sourcing,1,36,5,3,1,0,57
27566,Sales & Marketing,region_24,Bachelors,m,sourcing,1,31,3,3,0,0,56
64903,Finance,region_30,Bachelors,m,sourcing,1,28,3,7,1,0,57
4639,Finance,region_7,Bachelors,m,sourcing,2,27,3,2,0,0,76
65227,Sales & Marketing,region_5,Bachelors,m,other,2,26,3,4,0,0,49
19401,Analytics,region_5,Bachelors,m,sourcing,1,27,3,5,0,0,90
76140,Procurement,region_26,Masters & above,m,other,1,38,3,10,0,0,70
66809,Technology,region_23,Bachelors,f,other,1,33,3,4,1,0,76
45112,Operations,region_27,Bachelors,f,sourcing,1,32,4,7,1,0,58
34330,Procurement,region_22,Masters & above,m,sourcing,1,47,5,21,1,0,67
25309,Sales & Marketing,region_29,Bachelors,m,sourcing,1,29,4,8,0,0,51
53240,Finance,region_2,Bachelors,m,sourcing,2,31,4,5,1,0,61
23804,Technology,region_1,Masters & above,m,other,1,32,3,6,0,0,83
57767,Procurement,region_13,Masters & above,f,other,1,45,2,2,0,0,66
72885,Technology,region_2,Masters & above,m,other,3,36,3,9,0,0,87
29052,Technology,region_15,Bachelors,f,other,2,37,3,8,0,0,78
26869,Operations,region_15,Bachelors,m,sourcing,1,39,3,2,0,0,78
31266,Procurement,region_2,Bachelors,m,sourcing,1,35,1,10,0,0,73
2638,Sales & Marketing,region_1,Bachelors,f,other,1,27,5,5,1,0,51
1549,Finance,region_2,Bachelors,m,sourcing,2,38,4,3,0,0,59
5499,Operations,region_4,Bachelors,m,other,1,30,4,3,0,0,59
9630,Sales & Marketing,region_2,Bachelors,f,other,2,35,3,2,1,0,45
16971,Sales & Marketing,region_4,Bachelors,m,sourcing,1,32,1,5,0,0,45
30295,Operations,region_27,Masters & above,m,other,1,48,3,19,0,0,62
71014,Procurement,region_19,Bachelors,m,other,1,37,2,4,0,0,69
66198,Sales & Marketing,region_1,Masters & above,f,sourcing,1,39,3,16,0,0,46
46300,Analytics,region_19,Bachelors,m,other,1,34,5,7,1,0,88
15070,Operations,region_15,Masters & above,m,sourcing,1,42,3,2,1,0,58
30049,Analytics,region_30,Bachelors,m,sourcing,1,31,3,4,0,0,85
25535,Technology,region_13,Masters & above,f,other,1,42,5,14,1,0,76
2665,Sales & Marketing,region_4,Masters & above,m,other,1,44,3,12,1,0,44
49789,Analytics,region_31,Bachelors,m,other,1,30,3,4,0,0,83
66436,Sales & Marketing,region_9,Bachelors,m,sourcing,1,32,1,3,0,0,48
14066,Operations,region_2,Masters & above,f,sourcing,1,44,1,18,0,0,63
8712,Operations,region_2,Bachelors,m,sourcing,1,31,3,3,0,0,59
18816,Sales & Marketing,region_10,Masters & above,m,sourcing,1,38,3,6,0,0,43
30321,Sales & Marketing,region_3,Bachelors,m,other,1,28,5,4,1,0,49
72586,Sales & Marketing,region_15,Bachelors,m,other,1,35,2,7,0,0,54
9786,Procurement,region_7,Masters & above,f,sourcing,1,40,5,7,0,0,66
7436,Operations,region_16,Bachelors,m,sourcing,1,32,5,6,1,0,59
31477,Analytics,region_26,Bachelors,m,sourcing,1,33,3,8,0,0,83
38514,Sales & Marketing,region_22,Bachelors,f,other,2,30,1,2,1,0,55
9412,R&D,region_2,Bachelors,f,other,1,33,3,3,0,0,86
33863,Sales & Marketing,region_23,Bachelors,m,other,1,36,5,4,0,0,49
